ticket_id,title,category_reported,domain,priority,severity,status,created_at,resolved_at,description,symptoms,impact,service_component,environment,technology_stack,root_cause,resolution_steps,runbook_available,runbook_used,manual_intervention,true_category,predicted_category,confidence_score,resolution_time_minutes
INC-1277,Webhook delivery failure,Bug,Misc / Edge / New Issues,P2,High,In Progress,2025-10-16 17:07:00,,Third-party integration not receiving webhooks since last Tuesday.,Third-party integration not receiving webhooks since last Tuesday.,"Partner integration broken, manual workaround in place.",Reporting Job,Production,React,Pending investigation,Pending investigation,False,False,True,Bug,Bug,0.97,
INC-1278,Docker image build failing,Incident,CI/CD & Deployment Issues,P2,High,Closed,2025-09-21 17:41:00,2025-09-22 13:41:00,FYI - CI failing at docker build with package not found error. Any ideas?,CI failing at docker build step: 'package not found'. Worked in local builds.,All deployments blocked for 3 services sharing this base image.,GitHub Actions Runner,Production,GitLab CI,Upstream Alpine package repository changed package name in new version.,1. Pinned base image to specific digest. 2. Updated package name. 3. Rebuilt.,False,False,False,Incident,Incident,0.9,1200
INC-1279,Node not ready in cluster,Bug,Infrastructure / Cloud Issues,P2,High,Resolved,2025-09-30 04:16:00,2025-09-30 15:16:00,"Urgent: Kubernetes node showing NotReady, pods being evicted.",kubectl shows node in NotReady state. Pods evicted and rescheduled causing brief downtime.,"30% capacity reduction, some pods pending for 15 minutes.",Celery Workers,Production,"Kubernetes, Docker",Kubelet ran out of memory due to log file accumulation on node.,1. Drained node. 2. Cleared logs. 3. Restarted kubelet. 4. Uncordoned.,True,True,False,Bug,Bug,0.85,660
INC-1280,Migrate from Jenkins to GitHub Actions,Improvement / Task,CI/CD & Deployment Issues,P3,Low,Resolved,2025-11-18 04:18:00,2025-11-19 01:18:00,"Hey team, Jenkins maintenance is taking 4+ hours per month and is a single point of failure for all CI.","Jenkins server maintenance taking 4+ hours per month, blocking deployments.",High operational overhead and single point of failure in CI infrastructure.,GitHub Actions Runner,Production,"ArgoCD, Kustomize","Jenkins self-hosted with no HA setup, all CI dependent on single VM.",1. Assessed GitHub Actions feasibility. 2. Migrated 3 pipelines. 3. Deprecated Jenkins.,False,False,False,Improvement / Task,Improvement / Task,0.85,1260
INC-1281,Intermittent packet loss,Bug,Network / Connectivity Issues,P2,Medium,Closed,2025-09-03 06:11:00,2025-09-03 16:11:00,"2-5% ping loss between nodes, TCP retransmits elevated.",Ping loss between nodes 2-5% intermittently. TCP retransmits elevated.,"Degraded performance for all real-time features, chat and notifications affected.",API Gateway,Production,"WireGuard, Linux",Faulty NIC on one hypervisor host causing CRC errors.,1. Identified host with mtr. 2. Migrated VMs. 3. Raised ticket with data centre.,True,True,False,Bug,Bug,0.79,600
INC-1282,Slow query degrading API response,Incident,Application / Backend Issues,P2,High,Resolved,2025-12-14 10:12:00,2025-12-15 03:12:00,Orders endpoint latency spiked from 200ms to 8 seconds. It was working fine yesterday.,P99 latency spiking from 200ms to 8s on /orders endpoint.,Order confirmation page timing out for ~15% of users.,Reporting Job,Staging,"Python, FastAPI",Missing index on orders.created_at column after schema migration.,1. Ran EXPLAIN ANALYZE. 2. Added index concurrently. 3. Verified latency drop.,True,True,True,Incident,Incident,0.88,1020
INC-1283,Disk full on logging server,Incident,Infrastructure / Cloud Issues,P2,Medium,Resolved,2025-08-13 06:50:00,2025-08-14 04:50:00,"Unable to write logs, getting No Space Left on Device. Need a fix ASAP.","Unable to write logs, getting 'No Space Left on Device'. Elasticsearch unresponsive.","All log ingestion stopped, monitoring blind for duration of incident.",Load Balancer,Production,"Elasticsearch, Linux",Log rotation cron job failed silently due to permission change after OS upgrade.,1. Manually deleted old indices. 2. Fixed cron permissions. 3. Set up disk usage alert.,True,True,True,Incident,Incident,0.83,1320
INC-1284,Grafana dashboard showing no data,Bug,Monitoring / Alert Noise,P3,Medium,Resolved,2025-10-03 17:29:00,2025-10-04 18:29:00,"Hey team, All Grafana panels showing No Data despite metrics being present.",All panels in production dashboard showing No Data. Metrics visible in Prometheus UI.,Operations team blind to production health.,Alertmanager,Production,OpenTelemetry,Grafana datasource URL changed after Prometheus pod rescheduled to new IP.,1. Updated datasource URL to use service DNS instead of pod IP. 2. Verified panels.,False,False,False,Bug,Bug,0.73,1500
INC-1285,Background job not running,Bug,Application / Backend Issues,P2,High,Resolved,2025-08-30 16:25:00,2025-08-31 02:25:00,FYI - Nightly report emails not being sent.,Nightly report emails not sent. Celery beat logs show task queued but never picked up.,Finance team missing daily summary reports.,Order API,Production,"Go, Gin",Redis connection pool exhausted; beat scheduler silently skipping tasks.,1. Restarted Redis. 2. Increased max connections. 3. Added alerting on queue depth.,False,False,False,Bug,Bug,0.75,600
INC-1286,Implement token rotation policy,Incident,Authentication / Authorization Issues,P3,Low,In Progress,2025-10-25 22:33:00,,Action item from last retro: Security audit flagged long-lived refresh tokens as a risk. Need to define and enforce rotation policy.,Security audit flagged long-lived refresh tokens as risk.,Stolen refresh tokens valid indefinitely if not rotated.,Auth Service,Staging,"Redis, Node.js",Pending investigation,Pending investigation,True,True,False,Improvement / Task,Incident,0.58,
INC-1287,Role misconfiguration,Bug,Authentication / Authorization Issues,P3,Medium,Closed,2025-08-01 19:13:00,2025-08-04 15:13:00,Customer reported: Admin users getting 403 Forbidden on billing portal.,Admin users getting 403 Forbidden on billing portal. Role shown as correct in DB.,Finance team blocked from critical workflows.,IAM Module,Staging,"LDAP, Active Directory",Accidental deletion of role-to-permission mapping during migration cleanup script.,1. Restored mapping from DB backup. 2. Cleared permission cache. 3. Verified admin access.,True,True,True,Bug,Bug,0.92,4080
INC-1288,Service unreachable,Bug,Network / Connectivity Issues,P3,Medium,Resolved,2026-01-20 15:54:00,2026-01-20 21:54:00,"Hey team, Auth service cannot reach User service, connection refused.",Auth service cannot reach User service. Connection refused on port 8080.,Login broken for all users.,API Gateway,Production,Istio,NetworkPolicy accidentally blocking inter-service traffic after namespace migration.,1. Identified with kubectl describe netpol. 2. Reverted policy YAML. 3. Verified connectivity.,False,False,False,Bug,Bug,0.73,360
INC-1289,Connection pool exhausted,Bug,Database Issues,P3,Medium,Resolved,2025-12-07 00:59:00,2025-12-07 17:59:00,"Apps cannot connect to DB, throwing pool errors. It was working fine yesterday.",Apps throwing 'connection pool exhausted'. DB CPU normal but no connections available.,"All DB-dependent services failing, complete platform outage.",Analytics DB,Staging,"PostgreSQL, PgBouncer",Microservice leaking connections by not closing cursors in exception path.,1. Killed idle connections via pg_terminate_backend. 2. Restarted offending service. 3. Fixed cursor handling.,False,False,False,Bug,Bug,0.96,1020
INC-1290,Disk full on logging server,Bug,Infrastructure / Cloud Issues,P2,High,Closed,2025-10-24 07:31:00,2025-10-25 04:31:00,"Unable to write logs, getting No Space Left on Device. Please look into this.","Unable to write logs, getting 'No Space Left on Device'. Elasticsearch unresponsive.","All log ingestion stopped, monitoring blind for duration of incident.",Kubernetes Cluster,Staging,"Kubernetes, Docker",Log rotation cron job failed silently due to permission change after OS upgrade.,1. Manually deleted old indices. 2. Fixed cron permissions. 3. Set up disk usage alert.,True,True,False,Bug,Bug,0.72,1260
INC-1291,High CPU on worker nodes,Bug,Infrastructure / Cloud Issues,P3,Medium,Resolved,2025-10-07 06:27:00,2025-10-07 08:27:00,"Node CPU at 95%+, multiple pods throttled. Need a fix ASAP.",Node CPU at 95%+. Multiple pods throttled causing cascading slowdowns.,"System-wide latency spike, 3 services degraded simultaneously.",ELK Stack,Staging,"Terraform, AWS",Runaway Celery task consuming CPU due to infinite retry loop on bad message.,1. Identified task with top. 2. Purged queue. 3. Added max_retries to task config.,False,False,True,Bug,Bug,0.98,120
INC-1292,Background job not running,Bug,Application / Backend Issues,P2,High,Closed,2025-12-15 16:22:00,2025-12-20 08:22:00,Nightly report emails not being sent. Need a fix ASAP.,Nightly report emails not sent. Celery beat logs show task queued but never picked up.,Finance team missing daily summary reports.,Checkout Service,Staging,"React, Node.js",Redis connection pool exhausted; beat scheduler silently skipping tasks.,1. Restarted Redis. 2. Increased max connections. 3. Added alerting on queue depth.,True,False,False,Bug,Bug,0.73,6720
INC-1293,Timeouts on Dashboard,Bug,Application / Backend Issues,P2,High,Closed,2025-09-09 20:19:00,2025-09-10 05:19:00,Dashboard takes 30+ seconds to load and then times out. It was working fine yesterday.,"Gateway timeouts (504), high latency on /metrics endpoint.",All internal users experiencing slow load times.,Notification Service,Production,"Java, Spring Boot",Inefficient data aggregation logic causing N+1 database queries.,1. Temporarily disabled heavy widget. 2. Restarted API pods. 3. Optimised query with JOIN.,False,False,False,Bug,Bug,0.94,540
INC-1294,S3 bucket access denied,Bug,Infrastructure / Cloud Issues,P2,Medium,Resolved,2025-09-11 16:38:00,2025-09-12 16:38:00,Urgent: Application throwing AccessDenied on all file upload attempts.,Application throwing AccessDenied on all S3 PutObject calls.,File uploads broken for all users.,Load Balancer,Production,"Kubernetes, Docker",IAM role policy accidentally removed during infrastructure-as-code refactor.,1. Identified missing statement in Terraform diff. 2. Re-applied policy. 3. Verified uploads.,False,False,False,Bug,Bug,0.78,1440
INC-1295,Disk full on logging server,Incident,Infrastructure / Cloud Issues,P2,Medium,In Progress,2025-09-28 15:10:00,,"Urgent: Unable to write logs, getting No Space Left on Device.","Unable to write logs, getting 'No Space Left on Device'. Elasticsearch unresponsive.","All log ingestion stopped, monitoring blind for duration of incident.",S3 Buckets,Production,"AWS EC2, Python",Pending investigation,Pending investigation,True,True,False,Incident,Incident,0.87,
INC-1296,Memory leak in backend service,Incident,Application / Backend Issues,P2,Medium,Resolved,2026-01-07 07:58:00,2026-01-08 13:58:00,"Urgent: Backend service memory growing unboundedly, pods restarting.","RSS memory growing unboundedly, OOM killer terminating pods every 6 hours.",Service restarts causing 2-3 min downtime every 6 hours for all users.,Order API,Production,"Java, Spring Boot",Celery worker holding reference to large object after task completion.,1. Identified object with memory profiler. 2. Added explicit del. 3. Redeployed.,False,False,True,Incident,Incident,0.76,1800
INC-1297,Rare data inconsistency,Incident,Misc / Edge / New Issues,P3,Medium,Resolved,2025-12-11 23:34:00,2025-12-14 10:34:00,"Hey team, Single record showing duplicate entry in user-facing table.",Single record showing duplicate entry in user-facing table. Cannot reproduce consistently.,Data integrity concern for one customer record.,Reporting Job,Production,React,Race condition in concurrent write path under very specific timing.,1. Fixed duplicate manually. 2. Added unique constraint. 3. Reviewed concurrent write paths.,False,False,False,Incident,Incident,0.78,3540
INC-1298,Feature not working,Bug,Application / Backend Issues,P3,Low,Resolved,2025-12-07 21:00:00,2025-12-08 17:00:00,Urgent: Export to CSV button does nothing.,"No network request sent when clicking export button, console shows JS TypeError.","Users unable to export reports, blocking end-of-day workflows.",Analytics API,Production,"Java, Spring Boot",Recent refactor broke event listener binding on dynamic elements.,1. Reverted UI component commit. 2. Cleared CDN cache. 3. Re-deployed.,False,False,False,Bug,Bug,0.84,1200
INC-1299,API returning 500s,Incident,Application / Backend Issues,P2,High,Closed,2025-12-04 10:07:00,2025-12-08 06:07:00,pls check ASAP: Checkout API is failing with 500 Internal Server Error.,"Spike in 500 status codes, logs show NullPointerException in payment module.",Users cannot complete checkout (approx 200 users affected).,Analytics API,Production,"Python, FastAPI",Unhandled null value in payment payload from third-party provider.,1. Added null check. 2. Deployed hotfix. 3. Monitored error rates.,True,True,False,Incident,Incident,0.84,5520
INC-1300,Node not ready in cluster,Incident,Infrastructure / Cloud Issues,P2,High,Closed,2025-11-18 20:07:00,2025-11-22 20:07:00,"Urgent: Kubernetes node showing NotReady, pods being evicted.",kubectl shows node in NotReady state. Pods evicted and rescheduled causing brief downtime.,"30% capacity reduction, some pods pending for 15 minutes.",Load Balancer,Production,"Ansible, Linux",Kubelet ran out of memory due to log file accumulation on node.,1. Drained node. 2. Cleared logs. 3. Restarted kubelet. 4. Uncordoned.,True,True,True,Incident,Incident,0.92,5760
INC-1301,ArgoCD app out of sync,Bug,CI/CD & Deployment Issues,P3,Low,Closed,2025-08-09 04:49:00,2025-08-13 14:49:00,FYI - ArgoCD showing OutOfSync but sync fails with permission error.,ArgoCD showing app OutOfSync but sync button fails with permission error.,"Config changes not deploying, manual kubectl apply required as workaround.",Docker Registry,Production,"ArgoCD, Kustomize",ArgoCD service account missing ClusterRole binding after RBAC audit cleanup.,1. Identified missing binding from RBAC diff. 2. Restored binding. 3. Synced app.,False,False,False,Bug,Bug,0.94,6360
INC-1302,Deployment rollback needed,Bug,CI/CD & Deployment Issues,P3,Medium,Closed,2026-01-14 14:12:00,2026-01-17 16:12:00,"Hey team, Error rate spiked to 15% within 5 minutes of deployment.",Error rate spiked to 15% within 5 minutes of deployment. Latency tripled.,"Significant user-facing degradation, revenue-impacting.",CI/CD Pipeline,Production,"Docker, AWS ECR",Breaking API change in new release not caught by test suite.,1. Rolled back via ArgoCD. 2. Error rate normalised. 3. Added integration test for API contract.,True,False,True,Bug,Bug,0.92,4440
INC-1303,DNS resolution failing,Bug,Network / Connectivity Issues,P2,High,Closed,2025-09-17 17:08:00,2025-09-20 12:08:00,Services cannot resolve internal and external domains intermittently. It was working fine yesterday.,Services intermittently failing to resolve internal and external domains.,Cascading failures across 4 services depending on external APIs.,Internal Mesh,Production,"WireGuard, Linux",CoreDNS pods overwhelmed by DNS flood from misconfigured ndots setting.,1. Scaled CoreDNS replicas from 2 to 5. 2. Added ndots:1 to pod DNS config. 3. Verified resolution.,False,False,True,Bug,Bug,0.86,4020
INC-1304,Add rate limiting to public API,Improvement / Task,Application / Backend Issues,P3,Low,Resolved,2025-11-06 10:38:00,2025-11-08 23:38:00,"Hey team, Public API has no rate limiting. Identified during capacity planning — need to implement before launch.","No immediate symptoms, identified during capacity planning review.",Risk of API abuse if not addressed before product launch.,Order API,Production,"Python, FastAPI",Rate limiting was never implemented on public-facing endpoints.,1. Evaluated django-ratelimit. 2. Implemented per-IP throttle. 3. Tested with load script.,False,False,False,Improvement / Task,Improvement / Task,0.95,3660
INC-1305,Set up cluster autoscaler,Improvement / Task,Infrastructure / Cloud Issues,P3,Medium,Resolved,2026-01-13 06:56:00,2026-01-13 22:56:00,Raising this for tracking: During peak traffic pods go pending due to insufficient capacity. Manual scaling is causing too much toil.,"During peak traffic, pods pending due to insufficient node capacity.","Manual scaling required during traffic spikes, causing toil.",EC2 Fleet,Production,"Ansible, Linux","Cluster autoscaler not configured, capacity managed entirely manually.",1. Installed cluster-autoscaler helm chart. 2. Set min/max node counts. 3. Load tested.,False,False,False,Improvement / Task,Improvement / Task,0.84,960
INC-1306,Timeouts on Dashboard,Incident,Application / Backend Issues,P3,Low,In Progress,2025-12-23 09:41:00,,Dashboard takes 30+ seconds to load and then times out. Affecting multiple users.,"Gateway timeouts (504), high latency on /metrics endpoint.",All internal users experiencing slow load times.,Reporting Job,Production,"React, Node.js",Pending investigation,Pending investigation,False,False,True,Incident,Incident,0.95,
INC-1307,Connection pool exhausted,Bug,Database Issues,P3,Medium,Closed,2025-11-14 03:27:00,2025-11-14 09:27:00,"Hey team, Apps cannot connect to DB, throwing pool errors.",Apps throwing 'connection pool exhausted'. DB CPU normal but no connections available.,"All DB-dependent services failing, complete platform outage.",User DB,Production,"MongoDB, Python",Microservice leaking connections by not closing cursors in exception path.,1. Killed idle connections via pg_terminate_backend. 2. Restarted offending service. 3. Fixed cursor handling.,False,False,False,Bug,Bug,0.95,360
INC-1308,Connection pool exhausted,Bug,Database Issues,P3,Low,Closed,2025-08-15 04:52:00,2025-08-16 18:52:00,"Apps cannot connect to DB, throwing pool errors. It was working fine yesterday.",Apps throwing 'connection pool exhausted'. DB CPU normal but no connections available.,"All DB-dependent services failing, complete platform outage.",User DB,Production,"PostgreSQL, PgBouncer",Microservice leaking connections by not closing cursors in exception path.,1. Killed idle connections via pg_terminate_backend. 2. Restarted offending service. 3. Fixed cursor handling.,True,False,False,Bug,Bug,0.89,2280
INC-1309,SSO login loop,Bug,Authentication / Authorization Issues,P3,Low,Resolved,2025-10-24 14:51:00,2025-10-25 12:51:00,Urgent: Users redirected in infinite loop between app and SSO provider.,Users redirected in infinite loop between app and SSO provider. Never lands on dashboard.,"All SSO-based logins broken, affecting 80% of user base.",API Gateway,Production,Keycloak,Redirect URI mismatch after domain change not updated in SSO provider config.,1. Updated redirect URI in Keycloak. 2. Cleared browser cookies. 3. Verified login flow.,False,False,False,Bug,Bug,0.79,1320
INC-1310,Disk full on logging server,Bug,Infrastructure / Cloud Issues,P3,Low,Resolved,2025-11-23 08:42:00,2025-11-24 07:42:00,"FYI - Unable to write logs, getting No Space Left on Device.","Unable to write logs, getting 'No Space Left on Device'. Elasticsearch unresponsive.","All log ingestion stopped, monitoring blind for duration of incident.",EC2 Fleet,Production,"Elasticsearch, Linux",Log rotation cron job failed silently due to permission change after OS upgrade.,1. Manually deleted old indices. 2. Fixed cron permissions. 3. Set up disk usage alert.,True,False,False,Bug,Bug,0.81,1380
INC-1311,Pipeline stuck,Bug,CI/CD & Deployment Issues,P2,High,Resolved,2025-09-16 16:51:00,2025-09-17 03:51:00,Urgent: Production deployment pipeline hanging at build step for 2+ hours.,Production deployment pipeline hanging at build step for 2+ hours. No error output.,"Release blocked, hotfix cannot reach production.",CI/CD Pipeline,Staging,"Docker, AWS ECR",Deadlock in concurrent test step caused by shared file handle.,1. Aborted stuck job. 2. Cleared workspace. 3. Added timeout to test step. 4. Reran.,True,True,False,Bug,Bug,0.86,660
INC-1312,Alert not firing for real outage,Improvement / Task,Monitoring / Alert Noise,P3,Low,Closed,2026-01-19 11:33:00,2026-01-21 22:33:00,Service was down for 12 minutes before anyone noticed. It was working fine yesterday.,Service was down for 12 minutes before anyone noticed. No alert fired.,Delayed detection significantly worsened incident impact.,PagerDuty,Staging,Prometheus,Alert rule targeting wrong metric label after Prometheus federation change.,1. Fixed label selector in alert rule. 2. Verified with promtool. 3. Added alert test.,False,False,False,Bug,Improvement / Task,0.55,3540
INC-1313,Connection pool exhausted,Bug,Database Issues,P2,Medium,Resolved,2025-12-28 22:27:00,2025-12-30 12:27:00,"Apps cannot connect to DB, throwing pool errors. Please look into this.",Apps throwing 'connection pool exhausted'. DB CPU normal but no connections available.,"All DB-dependent services failing, complete platform outage.",Analytics DB,Production,"MongoDB, Python",Microservice leaking connections by not closing cursors in exception path.,1. Killed idle connections via pg_terminate_backend. 2. Restarted offending service. 3. Fixed cursor handling.,True,True,False,Bug,Bug,0.74,2280
INC-1314,ArgoCD app out of sync,Incident,CI/CD & Deployment Issues,P3,Medium,Resolved,2025-08-01 15:24:00,2025-08-03 17:24:00,ArgoCD showing OutOfSync but sync fails with permission error. Need a fix ASAP.,ArgoCD showing app OutOfSync but sync button fails with permission error.,"Config changes not deploying, manual kubectl apply required as workaround.",GitHub Actions Runner,Production,"Jenkins, GitHub Actions",ArgoCD service account missing ClusterRole binding after RBAC audit cleanup.,1. Identified missing binding from RBAC diff. 2. Restored binding. 3. Synced app.,False,False,True,Incident,Incident,0.98,3000
INC-1315,Background job not running,Incident,Application / Backend Issues,P3,Medium,Resolved,2025-11-01 06:58:00,2025-11-04 05:58:00,FYI - Nightly report emails not being sent. Any ideas?,Nightly report emails not sent. Celery beat logs show task queued but never picked up.,Finance team missing daily summary reports.,Notification Service,Production,"Python, Django",Redis connection pool exhausted; beat scheduler silently skipping tasks.,1. Restarted Redis. 2. Increased max connections. 3. Added alerting on queue depth.,True,True,False,Incident,Incident,0.75,4260
INC-1316,Implement token rotation policy,Improvement / Task,Authentication / Authorization Issues,P3,Low,Resolved,2025-09-09 04:52:00,2025-09-11 13:52:00,"Hey team, Security audit flagged long-lived refresh tokens as a risk. Need to define and enforce rotation policy.",Security audit flagged long-lived refresh tokens as risk.,Stolen refresh tokens valid indefinitely if not rotated.,Auth Service,Staging,Keycloak,No refresh token rotation or expiry policy defined.,1. Defined rotation policy. 2. Implemented in auth service. 3. Updated client SDKs.,False,False,False,Improvement / Task,Improvement / Task,0.98,3420
INC-1317,Add rate limiting to public API,Improvement / Task,Application / Backend Issues,P2,Medium,Resolved,2025-10-29 02:41:00,2025-10-30 11:41:00,Action item from last retro: Public API has no rate limiting. Identified during capacity planning — need to implement before launch.,"No immediate symptoms, identified during capacity planning review.",Risk of API abuse if not addressed before product launch.,Analytics API,Production,"React, Node.js",Rate limiting was never implemented on public-facing endpoints.,1. Evaluated django-ratelimit. 2. Implemented per-IP throttle. 3. Tested with load script.,False,False,False,Improvement / Task,Improvement / Task,0.91,1980
INC-1318,Disk full on logging server,Incident,Infrastructure / Cloud Issues,P3,Low,Resolved,2025-11-04 11:36:00,2025-11-06 17:36:00,"pls check ASAP: Unable to write logs, getting No Space Left on Device.","Unable to write logs, getting 'No Space Left on Device'. Elasticsearch unresponsive.","All log ingestion stopped, monitoring blind for duration of incident.",Load Balancer,Production,"Terraform, AWS",Log rotation cron job failed silently due to permission change after OS upgrade.,1. Manually deleted old indices. 2. Fixed cron permissions. 3. Set up disk usage alert.,True,False,True,Incident,Incident,0.91,3240
INC-1319,S3 bucket access denied,Bug,Infrastructure / Cloud Issues,P1,Critical,Closed,2025-08-16 21:50:00,2025-08-19 10:50:00,Application throwing AccessDenied on all file upload attempts. Please look into this.,Application throwing AccessDenied on all S3 PutObject calls.,File uploads broken for all users.,Kubernetes Cluster,Production,"Terraform, AWS",IAM role policy accidentally removed during infrastructure-as-code refactor.,1. Identified missing statement in Terraform diff. 2. Re-applied policy. 3. Verified uploads.,False,False,False,Bug,Bug,0.94,3660
INC-1320,Grafana dashboard showing no data,Bug,Monitoring / Alert Noise,P2,High,Closed,2025-09-09 01:56:00,2025-09-13 06:56:00,All Grafana panels showing No Data despite metrics being present. It was working fine yesterday.,All panels in production dashboard showing No Data. Metrics visible in Prometheus UI.,Operations team blind to production health.,Monitoring,Production,ELK Stack,Grafana datasource URL changed after Prometheus pod rescheduled to new IP.,1. Updated datasource URL to use service DNS instead of pod IP. 2. Verified panels.,False,False,False,Bug,Bug,0.72,6060
INC-1321,Role misconfiguration,Incident,Authentication / Authorization Issues,P2,Medium,Closed,2025-09-04 04:09:00,2025-09-07 15:09:00,Customer reported: Admin users getting 403 Forbidden on billing portal.,Admin users getting 403 Forbidden on billing portal. Role shown as correct in DB.,Finance team blocked from critical workflows.,API Gateway,Production,"Node.js, JWT",Accidental deletion of role-to-permission mapping during migration cleanup script.,1. Restored mapping from DB backup. 2. Cleared permission cache. 3. Verified admin access.,False,False,True,Incident,Incident,0.95,4980
INC-1322,Feature not working,Bug,Application / Backend Issues,P1,High,Closed,2025-11-29 22:30:00,2025-12-02 09:30:00,Export to CSV button does nothing. Need a fix ASAP.,"No network request sent when clicking export button, console shows JS TypeError.","Users unable to export reports, blocking end-of-day workflows.",Reporting Job,Production,"Python, Django",Recent refactor broke event listener binding on dynamic elements.,1. Reverted UI component commit. 2. Cleared CDN cache. 3. Re-deployed.,False,False,False,Bug,Bug,0.72,3540
INC-1323,Timeouts on Dashboard,Bug,Application / Backend Issues,P3,Medium,Closed,2025-10-22 05:13:00,2025-10-24 23:13:00,FYI - Dashboard takes 30+ seconds to load and then times out.,"Gateway timeouts (504), high latency on /metrics endpoint.",All internal users experiencing slow load times.,Frontend Webapp,Production,"React, Node.js",Inefficient data aggregation logic causing N+1 database queries.,1. Temporarily disabled heavy widget. 2. Restarted API pods. 3. Optimised query with JOIN.,True,False,False,Bug,Bug,0.8,3960
INC-1324,API returning 500s,Improvement / Task,Application / Backend Issues,P3,Low,Resolved,2025-10-16 14:51:00,2025-10-16 16:51:00,Urgent: Checkout API is failing with 500 Internal Server Error.,"Spike in 500 status codes, logs show NullPointerException in payment module.",Users cannot complete checkout (approx 200 users affected).,Analytics API,Production,"Go, Gin",Unhandled null value in payment payload from third-party provider.,1. Added null check. 2. Deployed hotfix. 3. Monitored error rates.,True,True,False,Bug,Improvement / Task,0.6,120
INC-1325,OAuth token refresh broken,Incident,Authentication / Authorization Issues,P2,High,Closed,2025-12-12 03:50:00,2025-12-14 08:50:00,"Getting complaints that API clients getting 401 after 1 hour, refresh token invalid.",API clients getting 401 after 1 hour. Refresh token call returns invalid_grant.,All API integrations failing after initial token expires.,SSO Gateway,Production,"LDAP, Active Directory",Refresh token invalidated on any login event due to misconfigured session policy.,1. Identified session policy setting. 2. Disabled rotate-on-login. 3. Reissued tokens.,False,False,True,Incident,Incident,0.93,3180
INC-1326,Token expiration issue,Bug,Authentication / Authorization Issues,P3,Low,Resolved,2025-08-12 18:54:00,2025-08-15 14:54:00,Urgent: Users getting randomly logged out mid-session.,Users getting randomly logged out mid-session. JWT validation failing for valid tokens.,"All users affected, session stability broken platform-wide.",Session Store,Production,"OAuth2, Python",JWT signing key rotation job ran but new key not propagated to all auth pods.,1. Identified key mismatch in logs. 2. Restarted auth pods with correct key. 3. Forced re-login.,True,True,False,Bug,Bug,0.71,4080
INC-1327,Role misconfiguration,Incident,Authentication / Authorization Issues,P2,Medium,Closed,2025-10-22 00:52:00,2025-10-25 01:52:00,"Hey team, Admin users getting 403 Forbidden on billing portal.",Admin users getting 403 Forbidden on billing portal. Role shown as correct in DB.,Finance team blocked from critical workflows.,API Gateway,Production,"OAuth2, Python",Accidental deletion of role-to-permission mapping during migration cleanup script.,1. Restored mapping from DB backup. 2. Cleared permission cache. 3. Verified admin access.,False,False,True,Incident,Incident,0.85,4380
INC-1328,Upgrade deprecated library,Improvement / Task,Application / Backend Issues,P3,Low,Resolved,2025-10-20 06:07:00,2025-10-22 01:07:00,FYI - Dependabot flagged a critical CVE in the requests library. Need to upgrade to patched version.,Dependabot flagged critical CVE in requests library.,Potential SSRF vulnerability if exploited.,Analytics API,Production,"Java, Spring Boot",Dependency pinned to old version and never updated.,1. Upgraded to patched version. 2. Ran regression tests. 3. Deployed.,False,False,False,Improvement / Task,Improvement / Task,0.91,2580
INC-1329,Rare data inconsistency,Incident,Misc / Edge / New Issues,P2,Medium,Closed,2025-08-13 23:02:00,2025-08-17 17:02:00,"Hey team, Single record showing duplicate entry in user-facing table.",Single record showing duplicate entry in user-facing table. Cannot reproduce consistently.,Data integrity concern for one customer record.,Webapp,Production,Node.js,Race condition in concurrent write path under very specific timing.,1. Fixed duplicate manually. 2. Added unique constraint. 3. Reviewed concurrent write paths.,False,False,True,Incident,Incident,0.91,5400
INC-1330,Memory leak in backend service,Bug,Application / Backend Issues,P2,Medium,In Progress,2025-09-07 16:10:00,,"Backend service memory growing unboundedly, pods restarting. Please look into this.","RSS memory growing unboundedly, OOM killer terminating pods every 6 hours.",Service restarts causing 2-3 min downtime every 6 hours for all users.,Notification Service,Production,"Go, Gin",Pending investigation,Pending investigation,False,False,False,Bug,Bug,0.81,
INC-1331,Replication lag spike,Bug,Database Issues,P1,Critical,Resolved,2025-11-08 13:05:00,2025-11-08 19:05:00,Urgent: Read replica falling 45 minutes behind primary.,Read replica falling 45 minutes behind primary. Analytics queries returning stale data.,"Reporting dashboards showing incorrect figures, business decisions affected.",Inventory DB,Production,"PostgreSQL, PgBouncer",Long-running migration on primary blocked replication slot.,1. Cancelled migration. 2. Rescheduled for off-peak. 3. Monitored lag until recovered.,False,False,False,Bug,Bug,0.96,360
INC-1332,S3 bucket access denied,Bug,Infrastructure / Cloud Issues,P3,Low,Resolved,2025-09-21 11:58:00,2025-09-22 14:58:00,FYI - Application throwing AccessDenied on all file upload attempts.,Application throwing AccessDenied on all S3 PutObject calls.,File uploads broken for all users.,ELK Stack,Production,"Elasticsearch, Linux",IAM role policy accidentally removed during infrastructure-as-code refactor.,1. Identified missing statement in Terraform diff. 2. Re-applied policy. 3. Verified uploads.,True,True,False,Bug,Bug,0.77,1620
